0 0.985223 0.0186
1 1.045362 -0.2184 
2 0.0 0.0
3 0.966338   0.0192 
4 1.005909   -0.1299 
5 0.0 0.0
6 1.036781 -0.2635 
7 1.010720   -0.1773 
8 0.0 0.0
9 1.0 0.0
10 0.0 0.0
11 1.017317  -0.2224 
12 1.018902   -0.1884 
13 0.970958  0.0826 
14 1.029827   -0.2706 
15 1.003435 -0.0445 
16 0.988451   -0.0432 
17 0.988156   -0.0475 
18 0.0 0.0
19 1.014655   -0.1352 
20 1.001980 -0.0067 
21 0.995145   0.0398
22 1.008689   -0.0201 
23 0.977891   0.0681 
24 0.994901   0.0557 
25 0.0 0.0
26 0.996624   0.0645 
27 0.992819   0.1239 
28 0.958577   0.2261 
29 1.013431   -0.0384 
