  262.29977117	 0.145721
  250.28604119	 0.062870
    1.00000000	 0.000000
  268.30663616	 0.057178
  256.29290618	 0.054056
           inf	 0.000000
  262.29977117	 0.165737
  266.30434783	 0.250535
  258.29519451	 0.078309
  252.28832952	 0.087631
  226.25858124	 0.056399
    1.00000000	 0.000000
  282.32265446	 0.974777
  260.29748284	 0.182867
  236.27002288	 0.099992
  256.29290618	 0.074540
           inf	 0.000000
   46.05263158	-9.099343
  252.28832952	 0.191679
  258.29519451	 0.098635
           inf	 0.000000
           inf	 0.000000
   72.08237986	-6.193625
  386.44164760	 1.882151
