284.118058   0.414419
245.474049  -0.284260
224.279306   0.399578
270.447203   0.033738
254.997134   0.117504
264.987151   0.520368
239.478955  -0.316064
250.318417  -0.087938
259.711240   0.299732
269.963678   0.507270
248.151095   0.258971
 1.000000   0.000000
298.310920   0.978667
246.245417  -0.240355
240.331329   0.115011
270.870955   0.358400
265.836609   0.109655
261.516516   0.371683
242.543049  -0.064592
263.209944   0.090022
264.729161  -0.070532
252.655391  -0.053035
264.715089   0.273230
255.281074   0.529649
