 1.237254   0.901739
 6.544600   0.926413
 5.530159   1.054917
 5.188318   1.072607
 4.940587   0.875183
23.738091   0.976462
 4.563070   1.050843
 4.980271   0.972251
 5.523556   0.972142
-29.905002   1.002958
-0.415329   0.935715
 0.000000   1.000000
 5.767547   0.956608
 4.356270   0.913978
 1.469686   0.893395
 6.397744   0.993110
 0.000000   1.000000
 6.513570   0.933984
 7.140965   0.892312
15.698117   0.940632
 7.095540   1.030757
 5.871118   0.900940
 6.956531   1.073050
 2.806110   0.811864
