//211PO__Ed=17MeV
#=====================_0.000_g9/2_(0)
14.2276   0.000      0.813763    0.000
28.0488   0.000      2.39387     0.000
34.5528   0.000      2.78891     0.000
41.4634   0.000      2.24086     0.000
48.3740   0.000      2.53077     0.000
58.9431   0.000      1.76706     0.000
68.6992   0.000      2.22205     0.000
78.4553   0.000      1.65099     0.000
88.6179   0.000      1.26510     0.000
128.455   0.000      0.362327    0.000
//#=====================_0.685_i11/2_(1)
//27.8170___0.000__0.075134___0.000
//48.6990___0.000__0.119683___0.000
//56.2931___0.000__0.220186___0.000
//66.1308___0.000__0.280114___0.000
//76.2191___0.000__0.262236___0.000
//85.8949___0.000__0.241811___0.000
//95.4705___0.000__0.182701___0.000
//115.524___0.000__0.125306___0.000
//135.288___0.000__0.108171___0.000
#=====================_1.049_d5/2_(2)
23.2021   0.000      1.69598     0.000
30.5198   0.000      1.91290     0.000
44.7657   0.000      2.58603     0.000
61.3146   0.000      2.11748     0.000
71.0155   0.000      1.98977     0.000
81.0220   0.000      1.25986     0.000
90.7230   0.000      1.18388     0.000
110.728   0.000      0.46042     0.000
130.497   0.000      0.34926     0.000
#=====================_1.378_d5/2_(5)
18.1018   0.000      0.727506    0.000
24.6959   0.000      0.934146    0.000
31.1472   0.000      0.683427    0.000
46.2889   0.000      0.799012    0.000
52.7838   0.000      0.694190    0.000
62.5005   0.000      0.507874    0.000
72.6927   0.000      0.484616    0.000
82.4094   0.000      0.354548    0.000
92.1221   0.000      0.255368    0.000
112.384   0.000      0.143245    0.000
132.205   0.000      0.070909    0.000
#=====================_1.799_d5/2_(7)
23.4704   0.000      2.04843     0.000
30.0746   0.000      2.73817     0.000
37.5107   0.000      3.89111     0.000
44.4609   0.000      4.06988     0.000
51.3527   0.000      3.38252     0.000
71.3208   0.000      2.98302     0.000
80.9687   0.000      1.66362     0.000
90.7487   0.000      1.56234     0.000
110.538   0.000      0.680749    0.000
130.452   0.000      0.484407    0.000
#=====================_2.084_s1/2_(9)
21.6327   0.000      1.13179     0.000
28.5714   0.000      1.66644     0.000
35.1020   0.000      2.49190     0.000
42.8571   0.000      1.59084     0.000
49.3878   0.000      2.10185     0.000
79.1837   0.000      1.44978     0.000
89.3878   0.000      1.16737     0.000
108.980   0.000      0.522064    0.000
129.388   0.000      0.308471    0.000
#=====================_2.161_s1/2_(10)
21.9230   0.000      0.4380      0.000
28.8461   0.000      0.6390      0.000
36.1538   0.000      0.9610      0.000
49.6153   0.000      0.6508      0.000
59.6153   0.000      0.8944      0.000
79.6153   0.000      0.4287      0.000
89.6153   0.000      0.3373      0.000
110.000   0.000      0.2219      0.000
#=====================_2.606_g7/2_(17)
21.4420   0.000      0.2427      0.000
27.8778   0.000      0.8030      0.000
41.9592   0.000      0.8786      0.000
48.6908   0.000      1.2493      0.000
58.4279   0.000      1.0537      0.000
68.5306   0.000      0.9894      0.000
88.4886   0.000      0.5589      0.000
108.484   0.000      0.2836      0.000
128.410   0.000      0.1756      0.000
#=====================_2.639_g7/2_(18)
7.30278   0.000      0.1466      0.000
20.9597   0.000      0.3089      0.000
42.6170   0.000      0.4347      0.000
52.5632   0.000      0.3722      0.000
62.0980   0.000      0.3186      0.000
82.5416   0.000      0.1712      0.000
102.873   0.000      0.1179      0.000
123.617   0.000      0.0812      0.000
#=====================_2.661_d3/2_(19)
8.01677   0.000      0.5302      0.000
21.8265   0.000      0.7568      0.000
28.6245   0.000      1.1144      0.000
43.1228   0.000      0.9255      0.000
52.9835   0.000      0.9546      0.000
62.4485   0.000      0.9546      0.000
83.0088   0.000      0.4403      0.000
103.616   0.000      0.1851      0.000
123.994   0.000      0.1218      0.000
#=====================_2.862_g7/2_(22)
13.9917   0.000      0.4272      0.000
21.3991   0.000      0.7608      0.000
28.3950   0.000      1.0788      0.000
35.3909   0.000      1.4396      0.000
42.7983   0.000      1.2557      0.000
49.3827   0.000      2.0106      0.000
60.0823   0.000      0.8722      0.000
69.9588   0.000      1.1291      0.000
79.8353   0.000      0.8085      0.000
89.7119   0.000      0.7725      0.000
110.699   0.000      0.2968      0.000
130.864   0.000      0.2224      0.000
#=====================_2.910_d3/2_(23)
21.2395   0.000      2.3012      0.000
28.1219   0.000      2.2988      0.000
49.2256   0.000      3.0733      0.000
59.3169   0.000      2.5888      0.000
69.0386   0.000      2.6660      0.000
79.4995   0.000      1.8369      0.000
89.2022   0.000      1.6978      0.000
109.716   0.000      0.7936      0.000
129.464   0.000      0.4751      0.000
#=====================_3.252_d3/2_(29)
21.457    0.000      0.8319      0.000
28.744    0.000      1.7904      0.000
42.105    0.000      2.0552      0.000
49.392    0.000      1.2976      0.000
59.109    0.000      2.0552      0.000
69.230    0.000      1.2779      0.000
78.947    0.000      0.8193      0.000
109.71    0.000      0.3367      0.000
129.55    0.000      0.2226      0.000
