  257.63632790	-0.017142
  256.03935850	 0.033335
  331.35634216	 0.740548
  268.49602988	 0.007124
  247.61613773	-0.016857
  246.65319100	 0.008794
  253.84166582	-0.039040
  258.83562776	 0.067499
  250.76434615	-0.001991
  256.60148891	 0.004852
    1.00000000	 0.000000
    1.00000000	 0.000000
  227.70212790	-0.015977
  241.27052158	-0.042579
  227.26590355	 0.118656
  254.62608762	 0.065949
  265.16798672	 0.085260
  250.46162159	 0.210452
  247.96708983	 0.049032
  700.11714568	 3.430787
  270.66603387	 0.154069
  252.19365904	 0.104875
  291.30372781	 0.396977
  228.86790212	-0.057733
