  265.37234695	 0.189663
  259.34378203	 0.208188
291.3014695	   0.1620349
  287.21979998	 0.444565
  129.07365157	-4.081563
  270.14862640	 0.515062
  264.20270158	 0.193114
  259.91805774	 0.192668
  280.62474709	 0.496947
  267.11309524	 0.419478
  230.47531954	 0.219534
    1.00000000	 0.000000
  242.00285340	 0.201999
  251.1168076	   0.1993564
242.7214803	   0.1821901
  261.03715881	 0.195967
  273.14218298	 0.282083
263.5648174	   0.5311452
  253.31766585	 0.186206
  262.20884861	 0.179164
  272.76593643	 0.180992
  256.48542444	 0.197090
  127.16433993	-6.680396
  243.47628919	 0.484437
